Src IP,Dst IP,Timestamp,Label,Src Port,Dst Port,Fwd Header Len,Init Bwd Win Byts,Fwd Seg Size Avg,Fwd Pkt Len Mean,Init Fwd Win Byts,Fwd Pkt Len Max,TotLen Fwd Pkts,Bwd Pkt Len Mean,Idle Min,Bwd Header Len,Pkt Len Var,Subflow Fwd Byts,TotLen Bwd Pkts,Idle Max,Fwd Seg Size Min,Idle Mean,Pkt Len Max,Bwd Pkt Len Std,Bwd Pkt Len Max,Protocol,Pkt Len Mean,Down/Up Ratio
177.30.87.144,192.168.1.1,2019-02-04 20:21:26,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,20888646.0,0,0.0,0,0.0,1554200486978619.0,0,777100253933632.5,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:23:08,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,44136163.0,0,0.0,0,0.0,1554200588150152.0,0,518066898147552.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:23:55,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,110900765.0,0,0.0,0,0.0,1554200635152296.0,0,777100373026530.5,0.0,0.0,0.0,0,0.0,0.0
128.34.192.168,1.152.192.168,2019-02-04 20:23:57,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,96227137.0,0,0.0,0,0.0,1554200637756459.0,0,777100366991798.0,0.0,0.0,0.0,0,0.0,0.0
126.124.192.168,1.152.192.168,2019-02-04 20:24:12,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,117368351.0,0,0.0,0,0.0,1554200652481125.0,0,777100384924738.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:25:24,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,114177538.0,0,0.0,0,0.0,1554200724446421.0,0,777100419311979.5,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:26:41,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,26829107.0,0,0.0,0,0.0,1554200801861752.0,0,518066966312101.4,0.0,0.0,0.0,0,0.0,0.0
124.236.192.168,1.152.192.168,2019-02-04 20:27:30,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,55032542.0,0,0.0,0,0.0,1554200850911818.0,0,777100452972180.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:28:38,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,16079423.0,0,0.0,0,0.0,1554200918804249.0,0,388550257298240.25,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:28:55,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,74034796.0,0,0.0,0,0.0,1554200935804562.0,0,777100504919679.0,0.0,0.0,0.0,0,0.0,0.0
146.101.192.168,1.152.3.122,2019-02-04 20:29:38,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1554200978935987.0,0,0.0,0,0.0,1554200978935987.0,0,1554200978935987.0,0.0,0.0,0.0,0,0.0,0.0
146.53.192.168,1.152.3.122,2019-02-04 20:29:57,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,43404261.0,0,0.0,0,0.0,1554200997903140.0,0,777100520653700.5,0.0,0.0,0.0,0,0.0,0.0
177.130.192.168,1.152.192.168,2019-02-04 20:30:10,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,9004289.0,0,0.0,0,0.0,1554201010957499.0,0,777100509980894.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:30:49,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,6041592.0,0,0.0,0,0.0,1554201049161328.0,0,777100527601460.0,0.0,0.0,0.0,0,0.0,0.0
145.112.192.168,1.152.3.122,2019-02-04 20:30:59,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,52845956.0,0,0.0,0,0.0,1554201059651734.0,0,777100556248845.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:32:39,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,10035452.0,0,0.0,0,0.0,1554201159550945.0,0,518067062912111.4,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:32:53,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,14029038.0,0,0.0,0,0.0,1554201173579016.0,0,777100593804027.0,0.0,0.0,0.0,0,0.0,0.0
143.217.192.168,1.152.3.122,2019-02-04 20:33:33,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,42214699.0,0,0.0,0,0.0,1554201213283239.0,0,777100627748969.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:35:00,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,19352272.0,0,0.0,0,0.0,1554201300557477.0,0,388550346080279.25,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:35:29,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,22114758.0,0,0.0,0,0.0,1554201329849393.0,0,518067136675061.6,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:37:06,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,6757711.0,0,0.0,0,0.0,1554201426305753.0,0,222028786318876.25,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:37:58,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,7987333.0,0,0.0,0,0.0,1554201478223380.0,0,388550392749800.8,0.0,0.0,0.0,0,0.0,0.0
119.175.192.168,1.152.192.168,2019-02-04 20:38:16,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,16142345.0,0,0.0,0,0.0,1554201496904129.0,0,777100756523237.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:40:15,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,15260911.0,0,0.0,0,0.0,1554201615338817.0,0,388550425569319.75,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:40:59,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,18025198.0,0,0.0,0,0.0,1554201659269373.0,0,388550436859228.8,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:42:26,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,27342154.0,0,0.0,0,0.0,1554201746617743.0,0,518067268943210.6,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:43:01,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,86186895.0,0,0.0,0,0.0,1554201781536594.0,0,777100933861744.5,0.0,0.0,0.0,0,0.0,0.0
169.58.192.168,1.152.192.168,2019-02-04 20:44:19,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,9010968.0,0,0.0,0,0.0,1554201859550552.0,0,777100934280760.0,0.0,0.0,0.0,0,0.0,0.0
136.49.192.168,1.152.3.122,2019-02-04 20:44:20,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,42407456.0,0,0.0,0,0.0,1554201860550399.0,0,777100951478927.5,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:44:27,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,68886608.0,0,0.0,0,0.0,1554201867687260.0,0,777100968286934.0,0.0,0.0,0.0,0,0.0,0.0
179.177.145.115,192.168.1.193,2019-02-04 20:45:28,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,36501527.0,0,0.0,0,0.0,1554201928579064.0,0,777100982540295.5,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:45:31,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,10034477.0,0,0.0,0,0.0,1554201931862192.0,0,310840404026440.2,0.0,0.0,0.0,0,0.0,0.0
239.250.192.168,1.152.192.168,2019-02-04 20:46:48,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,37126895.0,0,0.0,0,0.0,1554202008778207.0,0,777101022952551.0,0.0,0.0,0.0,0,0.0,0.0
229.106.192.168,1.152.192.168,2019-02-04 20:47:00,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,52947960.0,0,0.0,0,0.0,1554202020225043.0,0,777101036586501.5,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:47:40,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,18022437.0,0,0.0,0,0.0,1554202060170678.0,0,777101039096557.5,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:49:43,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,15461981.0,0,0.0,0,0.0,1554202183050473.0,0,388550570184832.25,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:50:04,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,84172808.0,0,0.0,0,0.0,1554202204451608.0,0,777101144312208.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:52:04,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,18116229.0,0,0.0,0,0.0,1554202324678523.0,0,518067454937078.4,0.0,0.0,0.0,0,0.0,0.0
129.44.192.168,1.152.3.122,2019-02-04 20:54:29,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,43697037.0,0,0.0,0,0.0,1554202469013900.0,0,777101256355468.5,0.0,0.0,0.0,0,0.0,0.0
231.46.192.168,1.152.192.168,2019-02-04 20:56:35,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,43930111.0,0,0.0,0,0.0,1554202595884421.0,0,777101319907266.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:56:49,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,22118562.0,0,0.0,0,0.0,1554202609546915.0,0,388550677628507.75,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:57:11,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,78131617.0,0,0.0,0,0.0,1554202631358020.0,0,777101354744818.5,0.0,0.0,0.0,0,0.0,0.0
161.156.192.168,1.152.192.168,2019-02-04 20:57:20,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,9004828.0,0,0.0,0,0.0,1554202640128134.0,0,777101324566481.0,0.0,0.0,0.0,0,0.0,0.0
127.45.192.168,1.152.3.122,2019-02-04 20:57:23,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,41672699.0,0,0.0,0,0.0,1554202643468453.0,0,777101342570576.0,0.0,0.0,0.0,0,0.0,0.0
220.15.192.168,1.152.192.168,2019-02-04 20:57:24,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,55032633.0,0,0.0,0,0.0,1554202644180194.0,0,777101349606413.5,0.0,0.0,0.0,0,0.0,0.0
125.59.192.168,1.152.3.122,2019-02-04 20:59:07,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,68758065.0,0,0.0,0,0.0,1554202747480162.0,0,777101408119113.5,0.0,0.0,0.0,0,0.0,0.0
125.212.192.168,1.152.3.122,2019-02-04 20:59:14,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,6343758.0,0,0.0,0,0.0,1554202754852426.0,0,518067602976617.4,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 20:59:30,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,20691110.0,0,0.0,0,0.0,1554202770110807.0,0,518067629256462.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 20:59:53,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,8089633.0,0,0.0,0,0.0,1554202793663015.0,0,388550724476932.0,0.0,0.0,0.0,0,0.0,0.0
228.243.192.168,1.152.192.168,2019-02-04 21:00:43,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,79272133.0,0,0.0,0,0.0,1554202843060788.0,0,777101461166460.5,0.0,0.0,0.0,0,0.0,0.0
217.97.192.168,1.152.192.168,2019-02-04 21:01:26,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,19945935.0,0,0.0,0,0.0,1554202886210585.0,0,518067665780867.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:02:49,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,23649070.0,0,0.0,0,0.0,1554202969588083.0,0,518067692674998.0,0.0,0.0,0.0,0,0.0,0.0
120.187.192.168,1.152.3.122,2019-02-04 21:04:17,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,100540341.0,0,0.0,0,0.0,1554203057535825.0,0,777101579038083.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:04:53,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,96563753.0,0,0.0,0,0.0,1554203093391626.0,0,777101594977689.5,0.0,0.0,0.0,0,0.0,0.0
93.53.192.168,1.152.192.168,2019-02-04 21:07:21,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,113102969.0,0,0.0,0,0.0,1554203241524919.0,0,777101677313944.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:08:38,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1554203318263155.0,0,0.0,0,0.0,1554203318263155.0,0,1554203318263155.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:09:51,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,10036065.0,0,0.0,0,0.0,1554203391795946.0,0,388550865995075.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:12:10,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,30707551.0,0,0.0,0,0.0,1554203530130764.0,0,518067880344537.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:15:06,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,16691254.0,0,0.0,0,0.0,1554203706669976.0,0,388550947300513.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:15:07,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,12079400.0,0,0.0,0,0.0,1554203707183558.0,0,518067917105664.4,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:17:11,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,16082021.0,0,0.0,0,0.0,1554203831497059.0,0,388550977946314.8,0.0,0.0,0.0,0,0.0,0.0
208.15.192.168,1.152.192.168,2019-02-04 21:17:27,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,29486933.0,0,0.0,0,0.0,1554203847939169.0,0,777101938713051.0,0.0,0.0,0.0,0,0.0,0.0
199.233.192.168,1.152.192.168,2019-02-04 21:17:45,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,34634887.0,0,0.0,0,0.0,1554203865948829.0,0,777101950291858.0,0.0,0.0,0.0,0,0.0,0.0
84.177.192.168,1.152.192.168,2019-02-04 21:17:50,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,70888450.0,0,0.0,0,0.0,1554203870511861.0,0,777101970700155.5,0.0,0.0,0.0,0,0.0,0.0
219.89.192.168,1.152.192.168,2019-02-04 21:18:25,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,109140531.0,0,0.0,0,0.0,1554203905969961.0,0,777102007555246.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:18:31,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,78436718.0,0,0.0,0,0.0,1554203911578454.0,0,777101995007586.0,0.0,0.0,0.0,0,0.0,0.0
198.164.192.168,1.152.192.168,2019-02-04 21:18:42,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,15500437.0,0,0.0,0,0.0,1554203922489483.0,0,777101968994960.0,0.0,0.0,0.0,0,0.0,0.0
81.138.192.168,1.152.192.168,2019-02-04 21:19:13,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,95380726.0,0,0.0,0,0.0,1554203953797489.0,0,777102024589107.5,0.0,0.0,0.0,0,0.0,0.0
207.247.192.168,1.152.192.168,2019-02-04 21:20:00,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,85763216.0,0,0.0,0,0.0,1554204000268735.0,0,777102043015975.5,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:20:28,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,40344903.0,0,0.0,0,0.0,1554204028317628.0,0,518068048349477.6,0.0,0.0,0.0,0,0.0,0.0
108.37.192.168,1.152.3.122,2019-02-04 21:20:48,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,38388521.0,0,0.0,0,0.0,1554204048996259.0,0,777102043692390.0,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:21:02,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,38602650.0,0,0.0,0,0.0,1554204062106099.0,0,518068049339586.0,0.0,0.0,0.0,0,0.0,0.0
198.42.192.168,1.152.192.168,2019-02-04 21:21:03,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,64464378.0,0,0.0,0,0.0,1554204063410365.0,0,777102063937371.5,0.0,0.0,0.0,0,0.0,0.0
216.61.192.168,1.152.192.168,2019-02-04 21:21:23,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,110545610.0,0,0.0,0,0.0,1554204083067434.0,0,777102096806522.0,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:22:29,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,7987326.0,0,0.0,0,0.0,1554204149043706.0,0,310840853483200.4,0.0,0.0,0.0,0,0.0,0.0
177.30.87.144,192.168.1.1,2019-02-04 21:23:04,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,74853227.0,0,0.0,0,0.0,1554204184576343.0,0,777102129714785.0,0.0,0.0,0.0,0,0.0,0.0
201.102.192.168,1.152.192.168,2019-02-04 21:23:18,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,59075653.0,0,0.0,0,0.0,1554204198099874.0,0,777102128587763.5,0.0,0.0,0.0,0,0.0,0.0
250.22.3.122,49.24.192.168,2019-02-04 21:24:09,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1554204249401287.0,0,0.0,0,0.0,1554204249401287.0,0,1554204249401287.0,0.0,0.0,0.0,0,0.0,0.0
77.86.192.168,1.152.192.168,2019-02-04 21:24:18,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,103290341.0,0,0.0,0,0.0,1554204258176105.0,0,777102180733223.0,0.0,0.0,0.0,0,0.0,0.0
75.185.192.168,1.152.192.168,2019-02-04 21:24:29,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,73737829.0,0,0.0,0,0.0,1554204269182652.0,0,777102171460240.5,0.0,0.0,0.0,0,0.0,0.0
244.15.103.115,192.168.1.79,2019-02-04 21:24:29,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,16086911.0,0,0.0,0,0.0,1554204269464391.0,0,518068111875605.4,0.0,0.0,0.0,0,0.0,0.0
201.2.192.168,1.152.192.168,2019-02-04 21:24:38,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,105514849.0,0,0.0,0,0.0,1554204278137676.0,0,777102191826262.5,0.0,0.0,0.0,0,0.0,0.0
212.148.192.168,1.152.192.168,2019-02-04 21:24:46,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,90755092.0,0,0.0,0,0.0,1554204286192388.0,0,777102188473740.0,0.0,0.0,0.0,0,0.0,0.0
104.39.192.168,1.152.3.122,2019-02-04 21:25:40,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,44077964.0,0,0.0,0,0.0,1554204340827901.0,0,777102192452932.5,0.0,0.0,0.0,0,0.0,0.0
